dataset,frame,people_count
set06-occ.vbb,156,16
set06-occ.vbb,157,16
set06-occ.vbb,158,16
set06-occ.vbb,159,16
set06-occ.vbb,160,16
set06-occ.vbb,161,16
set06-occ.vbb,162,16
set06-occ.vbb,163,16
set06-occ.vbb,164,16
set06-occ.vbb,165,16
set06-occ.vbb,166,16
set06-occ.vbb,167,16
set06-occ.vbb,168,16
set06-occ.vbb,169,16
set06-occ.vbb,170,16
set06-occ.vbb,171,17
set06-occ.vbb,172,16
set06-occ.vbb,173,16
set06-occ.vbb,174,17
set06-occ.vbb,175,17
set06-occ.vbb,176,16
set06-occ.vbb,177,17
set06-occ.vbb,178,17
set06-occ.vbb,179,17
set06-occ.vbb,180,17
set06-occ.vbb,181,17
set06-occ.vbb,182,16
set06-occ.vbb,183,16
set06-occ.vbb,184,16
set06-occ.vbb,185,16
set06-occ.vbb,186,16
set06-occ.vbb,187,17
set06-occ.vbb,188,16
set06-occ.vbb,189,17
set06-occ.vbb,190,17
set06-occ.vbb,191,17
set06-occ.vbb,192,17
set06-occ.vbb,193,17
set06-occ.vbb,194,17
set06-occ.vbb,195,17
set06-occ.vbb,196,17
set06-occ.vbb,197,17
set06-occ.vbb,198,17
set06-occ.vbb,199,17
set06-occ.vbb,200,17
set06-occ.vbb,201,17
set06-occ.vbb,202,17
set06-occ.vbb,203,17
set06-occ.vbb,204,17
set06-occ.vbb,205,17
set06-occ.vbb,206,17
set06-occ.vbb,207,17
set06-occ.vbb,208,17
set06-occ.vbb,209,17
set06-occ.vbb,210,17
set06-occ.vbb,211,17
set06-occ.vbb,212,17
set06-occ.vbb,213,17
set06-occ.vbb,214,17
set06-occ.vbb,215,17
set06-occ.vbb,216,17
set06-occ.vbb,217,17
set06-occ.vbb,218,17
set06-occ.vbb,219,17
set06-occ.vbb,220,17
set06-occ.vbb,221,17
set06-occ.vbb,222,17
set06-occ.vbb,223,17
set06-occ.vbb,224,17
set06-occ.vbb,225,17
set06-occ.vbb,226,17
set06-occ.vbb,227,17
set06-occ.vbb,228,17
set06-occ.vbb,229,17
set06-occ.vbb,230,17
set06-occ.vbb,231,17
set06-occ.vbb,232,17
set06-occ.vbb,233,17
set06-occ.vbb,234,17
set06-occ.vbb,235,17
set06-occ.vbb,236,17
set06-occ.vbb,237,17
set06-occ.vbb,238,17
set06-occ.vbb,239,17
set06-occ.vbb,240,17
set06-occ.vbb,241,17
set06-occ.vbb,242,17
set06-occ.vbb,243,17
set06-occ.vbb,244,17
set06-occ.vbb,245,16
set06-occ.vbb,246,16
set06-occ.vbb,247,16
set06-occ.vbb,248,16
set06-occ.vbb,249,16
set06-occ.vbb,250,16
set06-occ.vbb,251,17
set06-occ.vbb,252,17
set06-occ.vbb,253,17
set06-occ.vbb,254,17
set06-occ.vbb,255,20
set06-occ.vbb,256,20
set06-occ.vbb,257,20
set06-occ.vbb,258,19
set06-occ.vbb,259,20
set06-occ.vbb,260,20
set06-occ.vbb,261,20
set06-occ.vbb,262,20
set06-occ.vbb,263,20
set06-occ.vbb,264,19
set06-occ.vbb,265,20
set06-occ.vbb,266,20
set06-occ.vbb,267,20
set06-occ.vbb,268,20
set06-occ.vbb,269,20
set06-occ.vbb,270,20
set06-occ.vbb,271,20
set06-occ.vbb,272,20
set06-occ.vbb,273,20
set06-occ.vbb,274,20
set06-occ.vbb,275,20
set06-occ.vbb,276,20
set06-occ.vbb,277,20
set06-occ.vbb,278,20
set06-occ.vbb,279,19
set06-occ.vbb,280,20
set06-occ.vbb,281,20
set06-occ.vbb,282,20
set06-occ.vbb,283,20
set06-occ.vbb,284,20
set06-occ.vbb,285,20
set06-occ.vbb,286,20
set06-occ.vbb,287,20
set06-occ.vbb,288,20
set06-occ.vbb,289,20
set06-occ.vbb,290,20
set06-occ.vbb,291,20
set06-occ.vbb,292,20
set06-occ.vbb,293,20
set06-occ.vbb,294,20
set06-occ.vbb,295,20
set06-occ.vbb,296,20
set06-occ.vbb,297,20
set06-occ.vbb,298,20
set06-occ.vbb,299,20
set06-occ.vbb,300,20
set06-occ.vbb,301,20
set06-occ.vbb,302,20
set06-occ.vbb,303,20
set06-occ.vbb,304,20
set06-occ.vbb,305,20
set06-occ.vbb,306,20
set06-occ.vbb,307,20
set06-occ.vbb,308,20
set06-occ.vbb,309,20
set06-occ.vbb,310,19
