dataset,frame,people_count
set08-occ.vbb,86,7
set08-occ.vbb,87,7
set08-occ.vbb,88,2
set08-occ.vbb,89,2
set08-occ.vbb,90,2
set08-occ.vbb,91,7
set08-occ.vbb,92,6
set08-occ.vbb,93,3
set08-occ.vbb,94,5
set08-occ.vbb,95,4
set08-occ.vbb,96,5
set08-occ.vbb,97,5
set08-occ.vbb,98,5
set08-occ.vbb,99,5
set08-occ.vbb,100,5
set08-occ.vbb,101,5
set08-occ.vbb,102,5
set08-occ.vbb,103,5
set08-occ.vbb,104,5
set08-occ.vbb,105,5
set08-occ.vbb,106,5
set08-occ.vbb,107,2
set08-occ.vbb,108,2
set08-occ.vbb,109,2
set08-occ.vbb,110,4
set08-occ.vbb,111,5
set08-occ.vbb,112,5
set08-occ.vbb,113,8
set08-occ.vbb,114,8
set08-occ.vbb,115,8
set08-occ.vbb,116,7
set08-occ.vbb,117,9
set08-occ.vbb,118,3
set08-occ.vbb,119,3
set08-occ.vbb,120,3
set08-occ.vbb,121,5
set08-occ.vbb,122,5
set08-occ.vbb,123,6
set08-occ.vbb,124,3
set08-occ.vbb,125,3
set08-occ.vbb,126,3
set08-occ.vbb,127,3
set08-occ.vbb,128,5
set08-occ.vbb,129,3
set08-occ.vbb,130,3
set08-occ.vbb,131,3
set08-occ.vbb,132,3
set08-occ.vbb,133,2
set08-occ.vbb,134,2
set08-occ.vbb,135,4
set08-occ.vbb,136,4
set08-occ.vbb,137,4
set08-occ.vbb,138,4
set08-occ.vbb,139,4
set08-occ.vbb,140,2
set08-occ.vbb,141,2
set08-occ.vbb,142,2
set08-occ.vbb,143,5
set08-occ.vbb,144,4
set08-occ.vbb,145,4
set08-occ.vbb,146,5
set08-occ.vbb,147,5
set08-occ.vbb,148,8
set08-occ.vbb,149,2
set08-occ.vbb,150,2
set08-occ.vbb,151,6
set08-occ.vbb,152,5
set08-occ.vbb,153,5
set08-occ.vbb,154,4
set08-occ.vbb,155,4
set08-occ.vbb,156,4
set08-occ.vbb,157,8
set08-occ.vbb,158,8
set08-occ.vbb,159,6
set08-occ.vbb,160,6
set08-occ.vbb,161,6
set08-occ.vbb,162,3
set08-occ.vbb,163,3
set08-occ.vbb,164,8
set08-occ.vbb,165,8
set08-occ.vbb,166,7
set08-occ.vbb,167,7
set08-occ.vbb,168,8
set08-occ.vbb,169,6
set08-occ.vbb,170,6
set08-occ.vbb,171,7
set08-occ.vbb,172,6
set08-occ.vbb,173,6
set08-occ.vbb,174,5
set08-occ.vbb,175,5
set08-occ.vbb,176,7
set08-occ.vbb,177,4
set08-occ.vbb,178,5
set08-occ.vbb,179,5
set08-occ.vbb,180,5
set08-occ.vbb,181,5
set08-occ.vbb,182,3
set08-occ.vbb,183,3
set08-occ.vbb,184,3
set08-occ.vbb,185,4
set08-occ.vbb,186,4
set08-occ.vbb,187,4
set08-occ.vbb,188,5
set08-occ.vbb,189,5
set08-occ.vbb,190,5
set08-occ.vbb,191,5
set08-occ.vbb,192,5
set08-occ.vbb,193,5
set08-occ.vbb,194,5
set08-occ.vbb,195,5
set08-occ.vbb,196,8
set08-occ.vbb,197,3
set08-occ.vbb,198,4
set08-occ.vbb,199,4
set08-occ.vbb,200,7
set08-occ.vbb,201,8
set08-occ.vbb,202,8
set08-occ.vbb,203,8
set08-occ.vbb,204,8
set08-occ.vbb,205,8
set08-occ.vbb,206,5
set08-occ.vbb,207,2
set08-occ.vbb,208,2
set08-occ.vbb,209,7
set08-occ.vbb,210,6
set08-occ.vbb,211,6
