split,image,class_id,x_center,y_center,width,height
test,ffhq_2073.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_208.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2094.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2098.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2099.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_210.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2104.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2109.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2113.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2116.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2117.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2121.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_213.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2131.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2135.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2146.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2149.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2153.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2158.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2161.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2162.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2164.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2168.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2170.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2171.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2180.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2184.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2187.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2188.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_22.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_220.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2206.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2213.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2214.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2216.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2217.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2218.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_222.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2221.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2223.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2224.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_223.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2231.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2235.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2238.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2239.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2242.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2245.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2251.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2253.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2259.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2262.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_227.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2272.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2277.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2283.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2290.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2298.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_23.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2303.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2306.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_231.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2315.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_232.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2320.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2329.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2330.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2334.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2343.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2344.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2349.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2351.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2353.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_236.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2361.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2363.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_237.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2370.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2371.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2372.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2376.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2377.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2381.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2383.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2393.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2399.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_24.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2408.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2413.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2416.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_242.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2423.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2431.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2433.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2434.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2441.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2447.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2448.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2452.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2453.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2454.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2457.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2461.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2465.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_247.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2474.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2476.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2478.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2486.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2488.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2498.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2499.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2503.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2505.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2510.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2524.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2532.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2544.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2545.jpg,3,0.499,0.499,0.999,0.999
test,ffhq_2547.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_255.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2552.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2558.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_256.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2560.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2563.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2567.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2575.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_258.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2581.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2588.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2591.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2596.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2598.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2599.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_26.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_261.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2618.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_262.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2623.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2624.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2625.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2629.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2632.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2634.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2644.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2654.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2658.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2661.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_267.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2672.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2679.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2681.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2691.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2699.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_27.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2701.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2703.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2713.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2719.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2725.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2728.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_2733.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2737.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2744.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2747.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2767.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2770.jpg,6,0.499,0.499,0.999,0.999
test,ffhq_278.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2780.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_279.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2796.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2799.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2803.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2806.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2807.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2809.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_281.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2811.jpg,5,0.499,0.499,0.999,0.999
test,ffhq_2817.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2823.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2829.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_283.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2841.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2853.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2856.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_286.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2860.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2863.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2872.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2875.jpg,7,0.499,0.499,0.999,0.999
test,ffhq_2882.jpg,1,0.499,0.499,0.999,0.999
test,ffhq_2885.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_289.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2900.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2910.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2922.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2925.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2931.jpg,4,0.499,0.499,0.999,0.999
test,ffhq_2956.jpg,2,0.499,0.499,0.999,0.999
test,ffhq_2960.jpg,0,0.499,0.499,0.999,0.999
test,ffhq_2961.jpg,5,0.499,0.499,0.999,0.999
